employee_id,first_name_th,last_name_th,first_name_en,last_name_en,email,branch_code,dept_code,position_title,position_level,reports_to_employee_id,hire_date,status,employment_type,is_canon_leader,canon_role_label
EMP-L3-00573,Staff573,Member,Staff573,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00574,Staff574,Member,Staff574,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00575,Staff575,Member,Staff575,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00576,Staff576,Member,Staff576,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00577,Staff577,Member,Staff577,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00578,Staff578,Member,Staff578,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00579,Staff579,Member,Staff579,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00580,Staff580,Member,Staff580,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00581,Staff581,Member,Staff581,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00582,Staff582,Member,Staff582,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00583,Staff583,Member,Staff583,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00584,Staff584,Member,Staff584,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00585,Staff585,Member,Staff585,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00586,Staff586,Member,Staff586,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00587,Staff587,Member,Staff587,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00588,Staff588,Member,Staff588,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00589,Staff589,Member,Staff589,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00590,Staff590,Member,Staff590,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00591,Staff591,Member,Staff591,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00592,Staff592,Member,Staff592,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00593,Staff593,Member,Staff593,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00594,Staff594,Member,Staff594,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00595,Staff595,Member,Staff595,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00596,Staff596,Member,Staff596,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00597,Staff597,Member,Staff597,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00598,Staff598,Member,Staff598,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00599,Staff599,Member,Staff599,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00600,Staff600,Member,Staff600,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
